"subjid","cadre_id","status","selpa_final","district_final","district_size","role","job_title","gender","ethnicity","race","age","socio_disadvantaged_percentage","performance_score_avg","exp_asd","years_participation","ebp_use_primary_quality_outcome","ebp_use_secondary_quality_outcocme","ebp_use_tertiary_quality_outcome","pct_correct_avg","pct_fidelity_avg","primary_pct_cor","primary_pct_fid","ebp_res_partnership_avg","ebp_res_strategic_planning_avg","ebp_res_org_capacity_avg","ebp_res_total","use_data","ics_focus_ebp","ics_edu_support","ics_recog_ebp","ics_rewards_ebp","ics_selection_ebp","ics_selection_open","ics_exist_sup_ebp","ics_exist_use_data","ics_total","ics_total_narm"
"CAP1994",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.55,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1995",NA,"Eligible","Madera/Mariposa SELPA","Mariposa County Unified",49,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.78,NA,3,NA,1.75,1.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,5,0,6,9,3,4,40,40
"CAP1996",NA,"Eligible","Bakersfield City SELPA","Bakersfield City",30699,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1997",NA,"Eligible","Santa Clarita Valley SELPA","William S. Hart Union High",22661,"DSP","Special Education Teacher (serving on a single school site)","Decline to answer","Decline to answer","Decline to answer","Decline to answer",0.34,NA,3,NA,1,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1998",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1999",NA,"Eligible","Placer SELPA","Foresthill Union Elementary",406,"DSP","Paraprofessional","Female","Yes","Other","35 - 44",0.34,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,0,0,0,2,0,0,8,8
"CAP200","CC0237","Eligible","Santa Barbara SELPA","Santa Maria-Bonita",17122,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.68,20.17,3,6,2,2,2,0.63,0.78,100,78.95,NA,NA,NA,NA,1,3,10,7,6,6,6,6,4,48,48
"CAP2000",NA,"Eligible","Madera/Mariposa SELPA","Madera Unified",20017,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Asian","55 - 64",0.78,NA,2,NA,2.75,2.5,2.75,NA,NA,NA,NA,NA,NA,NA,NA,1,11,12,5,1,7,9,6,9,60,60
"CAP2001",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2002",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"DSP","SLP/SLPA","Female","No","White","35 - 44",0.55,NA,2,NA,2,2,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,0,0,3,3,0,16,16
"CAP2003",NA,"Eligible","Riverside County SELPA","Palm Springs Unified",22156,"Specialist","Program Specialist",NA,NA,NA,NA,0.74,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2004",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","45 - 54",0.55,NA,2,NA,1.25,1.25,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,0,6,6,0,1,18,18
"CAP2005",NA,"Eligible","Stanislaus County SELPA","Denair Unified",494,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.7,NA,2,NA,2.75,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,5,1,6,6,2,11,40,40
"CAP2006",NA,"Eligible","Placer SELPA","Rocklin Unified",11821,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.34,NA,1,NA,1.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,5,3,6,9,4,8,40,40
"CAP2007",NA,"Eligible","Plumas County SELPA","Plumas Unified",1836,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.57,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2008",NA,"Eligible","Riverside County SELPA","Banning Unified",4526,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","35 - 44",0.74,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,NA,NA,NA,6,NA,NA,NA,17
"CAP2009",NA,"Eligible","Butte County SELPA","Oroville Union High",2199,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.59,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP201","CC0166","Eligible","Antelope Valley SELPA","Lancaster Elementary",14050,"Specialist","SLP","Female","No","White","35 - 44",0.78,69.25,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0,9,8,8,9,6,9,9,12,70,70
"CAP2010",NA,"Eligible","San Diego North Coastal SELPA","Vista Unified",21401,"Administrator","Principal","Male","Decline to answer","Decline to answer","55 - 64",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,0,8,8,11,7,11,9,8,11,73,73
"CAP2011",NA,"Eligible","Los Angeles Unified SELPA","Los Angeles Unified",467007,"Administrator","Principal","Male","No","White","45 - 54",0.86,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,12,9,7,2,9,12,6,9,66,66
"CAP2012",NA,"Eligible","West San Gabriel Valley SELPA","Mountain View Elementary",2559,"DSP","Special Education Teacher (serving on a single school site)","Female","No","2 or more of the above","55 - 64",0.61,NA,3,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,0,3,2,1,1,16,16
"CAP2013",NA,"Eligible","Sonoma County SELPA","Rincon Valley Union Elementary",1320,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.51,NA,2,NA,2.75,2.25,2,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,3,1,1,6,2,0,21,21
"CAP2014",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2015",NA,"Eligible","East County San Diego SELPA","Grossmont Union High",16832,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","55 - 64",0.58,NA,2,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,7,2,NA,NA,NA,NA,NA,20
"CAP2016",NA,"Eligible","Sacramento County SELPA","Twin Rivers Unified",23989,"DSP","Special Education Teacher (serving on a single school site)","Other","Decline to answer","Decline to answer","25 - 34",0.67,NA,3,NA,2.25,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,2,3,4,1,4,24,24
"CAP2017",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2018",NA,"Eligible","Tustin Unified SELPA","Tustin Unified",24015,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.42,NA,3,NA,3.5,3,2.5,0.33,0.87,50,77.78,NA,NA,NA,NA,1,1,0,0,2,2,2,2,5,14,14
"CAP2019",NA,"Eligible","Placer SELPA","Roseville City Elementary",10850,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.34,NA,2,NA,3.75,3.75,2.75,NA,NA,NA,NA,NA,NA,NA,NA,1,9,3,6,1,6,9,3,2,39,39
"CAP2020",NA,"Eligible","Tri-Valley SELPA","Livermore Valley Joint Unified",13765,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","35 - 44",0.15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2021",NA,"Eligible","Bakersfield City SELPA","Bakersfield City",30699,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.9,NA,2,NA,2.75,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2022",NA,"Eligible","Santa Clarita Valley SELPA","Newhall",6537,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.34,NA,3,NA,1.75,1.5,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,3,0,0,5,5
"CAP2023",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"DSP","Special Education Teacher (serving on a single school site)","Male","No","Asian","45 - 54",0.55,NA,2,NA,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,7,6,6,6,7,8,55,55
"CAP2024",NA,"Eligible","Contra Costa SELPA","Pittsburg Unified",11537,"DSP","Special Education Teacher (serving on a single school site)","Male","Yes","White","45 - 54",0.43,NA,3,NA,3.25,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,6,0,0,7,7
"CAP2025",NA,"Eligible","Tustin Unified SELPA","Tustin Unified",24015,"DSP","SLP/SLPA","Female","No","White","45 - 54",0.42,NA,3,NA,2.75,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,0,1,6,6,1,4,28,28
"CAP2026",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2027",NA,"Eligible","San Luis Obispo SELPA","Templeton Unified",2370,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.43,NA,3,NA,2.75,2,NA,0.58,0.92,25,86.67,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2028",NA,"Eligible","Sacramento County SELPA","Galt Joint Union Elementary",3639,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.67,NA,2,NA,2,1.5,2,0.53,0.89,50,87.5,NA,NA,NA,NA,1,2,0,3,0,1,8,0,0,14,14
"CAP2029",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP203","CC0598","Eligible","Stanislaus County SELPA","Sylvan Union Elementary",8082,"Administrator","Specialist","Female","No","White","45 - 54",0.7,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,0,4,0,2,0,3,6,0,4,19,19
"CAP2030",NA,"Eligible","Humboldt-Del Norte SELPA","Eureka City Schools",3738,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.62,NA,3,NA,2.25,2.75,3.25,0.53,0.96,75,100,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2031",NA,"Eligible","Siskiyou County SELPA","Scott Valley Unified",684,"DSP","Special Education Teacher (serving on multiple school sites)","Female","No","White","45 - 54",0.64,NA,1,NA,1.5,1.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,0,0,3,0,3,14,14
"CAP2033",NA,"Eligible","San Mateo County SELPA","San Bruno Park Elementary",2641,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.36,NA,3,NA,2,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,0,0,0,0,0,5,5
"CAP2034",NA,"Eligible","Ontario Montclair","Ontario-Montclair",21100,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.84,NA,3,NA,2.5,2.5,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,8,2,8,9,7,8,60,60
"CAP2035",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2036",NA,"Eligible","East San Gabriel Valley SELPA","Bassett Unified",3611,"Specialist","Program Specialist","Female","Yes","White","35 - 44",0.58,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,0,0,2,4,0,NA,10,NA,0,NA,16
"CAP2037",NA,"Eligible","Sonoma County SELPA","Petaluma Joint Union High",NA,"Administrator","Principal","Female","No","Decline to answer","35 - 44",0.51,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,1.8,20,0,1,2,3,1,0,8,4,1,20,20
"CAP2038",NA,"Eligible","Sonoma County SELPA","Petaluma City Elementary",6436,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.51,NA,3,NA,2.25,2.25,2,0.5,NA,NA,NA,NA,NA,NA,NA,1,6,1,5,2,6,6,4,8,38,38
"CAP2039",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP204","CC0067","Eligible","Riverside County SELPA",NA,NA,"Specialist","Program Coordinator","Female","No","Asian","45 - 54",0.74,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,12,12,12,10,12,12,12,16,98,98
"CAP2040",NA,"Eligible","Sonoma County SELPA","Petaluma Joint Union High",NA,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.51,NA,2,NA,0.5,0.5,0.5,0.48,0.98,33.33,93.75,NA,NA,NA,NA,1,0,0,0,0,0,12,0,0,12,12
"CAP2041",NA,"Eligible","El Dorado County SELPA","Mother Lode Union Elementary",1064,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2042",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2043",NA,"Eligible","Mendocino SELPA","Anderson Valley Unified",488,"Specialist","Specialist","Female","No","White","55 - 64",0.74,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,0,4,1,4,0,4,8,3,5,29,29
"CAP2044",NA,"Eligible","San Mateo County SELPA","Las Lomitas Elementary",1341,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.36,NA,3,NA,3.5,2.5,3.5,0.75,0.8,50,80,NA,NA,NA,NA,1,1,5,0,0,5,6,5,8,30,30
"CAP2045",NA,"Eligible","Sacramento County SELPA","Twin Rivers Unified",23989,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.67,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2046",NA,"Eligible","Sonoma County SELPA","Petaluma Joint Union High",NA,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","No","White","55 - 64",0.51,NA,3,NA,2.5,4,3.75,NA,NA,NA,NA,NA,NA,NA,NA,1,8,3,3,0,6,6,2,8,36,36
"CAP2047",NA,"Eligible","San Luis Obispo SELPA","San Luis Coastal Unified",7595,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.43,NA,2,NA,3,3.75,4,0.5,NA,50,NA,NA,NA,NA,NA,1,3,5,4,4,6,6,4,5,37,37
"CAP2048",NA,"Eligible","Sonoma County SELPA","Petaluma Joint Union High",NA,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","Yes","Black, African American","45 - 54",0.51,NA,3,NA,1.5,3,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,0,8,7,3,2,29,29
"CAP2049",NA,"Eligible","Santa Clarita Valley SELPA","William S. Hart Union High",22661,"Administrator","Specialist","Female","No","White","55 - 64",0.34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,10,4,NA,12,12,NA,NA,51
"CAP2050",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2051",NA,"Eligible","Sonoma County SELPA","Petaluma Joint Union High",NA,"DSP","Special Education Teacher (serving on multiple school sites)",NA,NA,NA,NA,0.51,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2052",NA,"Eligible","Santa Clarita Valley SELPA","Castaic Union",2153,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.34,NA,3,NA,3.25,3.25,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2054",NA,"Eligible","San Juan Unified SELPA","San Juan Unified",39805,"DSP","Paraprofessional","Female","Decline to answer","Decline to answer","25 - 34",0.54,NA,2,NA,4,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,12,9,9,7,3,6,4,4,54,54
"CAP2055",NA,"Eligible","Desert / Mountain SELPA","Victor Elementary",12484,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.76,NA,2,NA,2.25,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,1,10,1,0,14,14
"CAP2056",NA,"Eligible","Madera/Mariposa SELPA","Alview-Dairyland Union Elementary",395,"DSP","Paraprofessional","Female","Yes","White","45 - 54",0.78,NA,1,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,6,6,4,9,5,4,48,48
"CAP2057",NA,"Eligible","San Juan Unified SELPA","San Juan Unified",39805,"DSP","Paraprofessional","Male","No","White","18 - 24",0.54,NA,2,NA,2.5,2.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,1,0,0,3,0,0,11,11
"CAP2058",NA,"Eligible","San Juan Unified SELPA","San Juan Unified",39805,"DSP","Paraprofessional","Female","No","White","35 - 44",0.54,NA,2,NA,2.75,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,6,6,6,6,6,8,55,55
"CAP2059",NA,"Eligible","Placer SELPA","Western Placer Unified",6960,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.34,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP206","CC0209","Eligible","Mendocino SELPA",NA,NA,"Specialist","Behavior Specialist","Female","No","White","65 - 74",0.74,40.33,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,0,12,11,10,4,5,10,8,6,66,66
"CAP2060",NA,"Eligible","Sonoma County SELPA","Sonoma Valley Unified",3991,"DSP","Paraprofessional",NA,NA,NA,NA,0.51,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2061",NA,"Eligible","Siskiyou County SELPA","Scott Valley Unified",684,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.64,NA,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,4,0,0,2,1,8,24,24
"CAP2062",NA,"Eligible","Tulare County SELPA","Woodlake Unified",NA,"Director","Director of Special Education","Female","No","American Indian or Alaskan Native","45 - 54",0.78,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,6,NA,NA,NA,NA,NA,NA,NA,6
"CAP2063",NA,"Eligible","El Dorado Charter SELPA","Innovations Academy",NA,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.47,NA,3,NA,2,2,2,0.68,0.8,60,80,NA,NA,NA,NA,1,8,6,8,2,NA,NA,NA,NA,NA,24
"CAP2064",NA,"Eligible","El Dorado Charter SELPA","Envision Schools",NA,"Director","Director of Special Education","Female","No","White","55 - 64",0.47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,0,0,2,8,2,3,3,1,5,24,24
"CAP2065",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2066",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2067",NA,"Eligible","Tulare County SELPA","Richgrove Elementary",633,"DSP","Psychologist",NA,NA,NA,NA,0.78,NA,1,NA,2.5,2.5,2.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2068",NA,"Eligible","Merced County SELPA","Hilmar Unified",2387,"DSP","Paraprofessional","Male","Yes","Other","35 - 44",0.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,6,6,6,6,6,8,50,50
"CAP2069",NA,"Eligible","Inyo County SELPA","Inyo County Office of Education",NA,"DSP","General Education Teacher","Male","No","Black, African American","25 - 34",0.59,NA,3,NA,1.75,1.75,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,1,6,3,4,25,25
"CAP207","CC0338","Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"Specialist","Behavior/Autism Specialist","Female","No","2 or more of the above","25 - 34",0.55,65.14,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,0,11,10,9,3,6,6,8,10,63,63
"CAP2070",NA,"Eligible","Tulare County SELPA","Visalia Unified",27548,"DSP","Psychologist","Female","Yes","White","25 - 34",0.78,NA,3,NA,3.75,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,9,4,6,0,6,9,3,2,39,39
"CAP2071",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2072",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2073",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2074",NA,"Eligible","El Dorado Charter SELPA","The Preuss School UCSD",NA,"DSP","Psychologist","Female","Decline to answer","Decline to answer","45 - 54",0.47,NA,3,NA,3,2,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,NA,NA,NA,NA,NA,NA,NA,12
"CAP2075",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2076",NA,"Eligible","Tulare County SELPA","Tulare City",9494,"DSP","Psychologist","Female","No","White","35 - 44",0.78,NA,2,NA,2.5,2.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,8,50,50
"CAP2077",NA,"Eligible","El Dorado Charter SELPA","Innovations Academy",NA,"Administrator","Principal","Female","No","White","55 - 64",0.47,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,5,12,NA,7,12,4,2,NA,50
"CAP2078",NA,"Eligible","Sonoma County SELPA","Petaluma Joint Union High",NA,"DSP","Paraprofessional","Decline to answer","Decline to answer","Decline to answer","Decline to answer",0.51,NA,3,NA,1.25,1.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,4,0,6,NA,NA,NA,NA,19
"CAP2079",NA,"Eligible","West San Gabriel Valley SELPA","Arcadia Unified",9460,"DSP","Paraprofessional","Female","Yes","Other","25 - 34",0.61,NA,1,NA,2.5,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,12,10,1,0,12,10,8,14,67,67
"CAP208","CC0304","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,0,3,1,0,8,8
"CAP2080",NA,"Eligible","El Dorado Charter SELPA","Lighthouse Charter",NA,"Director","Other; Director of Response To Intervention","Female","No","White","35 - 44",0.47,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,3,0,2,0,0,6,0,2,13,13
"CAP2081",NA,"Eligible","Tulare County SELPA","Alta Vista Elementary",558,"DSP","Psychologist","Female","Yes","White","25 - 34",0.78,NA,2,NA,3.5,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,3,0,2,0,0,13,13
"CAP2082",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP2083",NA,"Eligible","El Dorado Charter SELPA","Rising Sun Montessori Charter School",NA,"Administrator","Superintendent,Principal","Male","No","White","45 - 54",0.47,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,9,9,9,9,7,9,9,11,72,72
"CAP2084",NA,"Eligible","El Dorado Charter SELPA","STREAM Charter School",NA,"DSP","Director of Special Education,Psychologist","Female","No","White","35 - 44",0.47,NA,2,NA,4,3,2.75,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,5,1,4,9,7,5,45,45
"CAP2085",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,12,12,12,NA,NA,NA,NA,16,NA,52
"CAP2086",NA,"Eligible","Merced County SELPA","Hilmar Unified",2387,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.8,NA,1,NA,2.25,1.25,2.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
